outfit_id,items
3219,6163;1992;18983;16610
3221,11812;1954;8798
3223,3415;2123;10474;10764;12285
3225,9424;1248;6997;14668
3226,14098;7711;2019;18261
3227,7380;8;5606
3229,11835;8498;10634;820
3231,1526;10713;9648;10523
3232,2232;18479;186;8618
3233,3563;661;13132;5344
3234,14228;9209;14147;1269;2935
3235,8903;1034;7021
3237,436;9983;15334;4373
3239,6042;13777;378;16259
3240,18725;768;7192
3243,2005;10346;15242
3244,2488;18989;11517;1838;16236
3245,7822;1587;16640
3246,899;1417;4312;15362
3247,6542;5271;1846
3248,14189;9003;1669;6694
3249,18059;1196;3516;8717
3250,4100;378;11174
3252,7900;3269;14888;9051;1989
3253,17275;11074;1474;6733
3254,2431;2128;11174;11463
3255,14112;6388;18402;9969;94
3256,2832;2906;1107
3257,2582;12302;2093;6960;14508
3258,18213;1434;4248
3261,11872;899;10160;12385
3262,14549;2005;11037;16983
3263,1417;17211;13363;16675
3264,2626;1487;7618;14765
3265,10490;8361;14637;378
3269,2229;11235;934;5373
3270,16847;15155;378;14116
3271,1522;17814;5537;378
3272,3897;15330;3686;4940;661
3273,18602;1587;14702;7754;7646
3274,9399;4872;15629;1546;7021
3275,15211;17920;50;7859;16438
3277,4567;16859;458
3279,1992;6778;14121;3271
3280,276;13820;7914;15187
3281,17929;423;17556;18671
3282,13185;16374;7943;1910
3283,17169;14327;1593;11291
3284,18383;16389;500;2841
3285,12744;1885;7205
3286,2005;18681;18335
3290,11951;10271;14873;378
3292,5885;11622;12974;12754;628
3294,557;10313;12198;10762
3296,2356;15204;10656;1181
3298,18929;5719;12346;1490;12443
3304,116;3601;7039;15250
3306,1587;6056;15071
3307,13042;17567;2052;3683;9342
3308,11791;10139;9584;683
3309,10688;3710;703
3310,16747;13087;378;7495
3311,10682;1677;18731
3312,11101;4610;547
3313,2549;6495;8702;716
3314,18044;634;19024
3316,2523;1697;18450;14004
3317,10320;7839;378;12696;16705
3318,12811;356;18884
3319,14694;4481;941;11625;17507
3321,14638;7977;437
3322,1004;378;6803;13052
3323,2382;17239;1099
3327,3629;10358;378;17858
3328,15007;440;9764
3333,7239;9481;10041;378;4172
3334,950;17266;17804;9615
3335,11461;14614;1427;8956;9470
3338,19038;3629;378;13594;16989
3340,1311;8696;15523;10594;9617
3341,2609;1587;1470;3122
3344,3913;13940;378;5864;16156
3347,2431;16700;1517;4677;18308
3348,1872;18112;9391
3349,16449;11366;9258;1927
3351,10423;17335;15249;1530;5185
3352,15339;304;14681
3354,11620;7928;9440;1927
3355,55;13524;11763
3356,17674;17358;1346;107
3359,1587;9559;378
3363,1206;5941;14816;14028
3367,2609;8358;16264;1012;3772
3370,1431;15612;4583
3378,1959;3420;2953
3380,18014;5867;172
3381,17201;8896;1037
3384,12906;412;4362;4555
3385,13790;7620;12795;378;15303
3387,124;7114;2954;9605
3389,15642;356;10845
3390,2511;1445;4023;3788;10463
3391,16126;8436;1020
3392,2005;3048;378;8496
3393,116;8722;16187;17467
3395,4621;6547;855;6948
3396,2394;2631;5406;4185;4
3397,2612;1992;6655
3398,11048;7909;3406;6029;1039
3402,9669;8343;2194;6561
3403,6051;17996;378;15596
3404,18602;11408;15431;820
3405,14170;1608;10178
3410,18857;1004;14117;18701
3411,2005;13156;17953;12222
3412,15669;1794;1230;19068
3415,12533;2797;250;9455;12329
3419,18640;9647;628;17933;4062
3420,3643;7246;1463
3423,13550;5898;1021;11850
3425,6263;3162;440;9493
3427,13725;914;16886
3429,13629;7927;46;14312;15416
3430,16298;4023;683;9756;15372
3431,2580;2163;7804;16054
3433,6934;15203;543
3434,9732;12922;19017;378;18356
3435,11068;116;8713;5687
3436,5604;14550;1885;13468;6918
3437,436;17387;13867;13661
3439,4699;5632;599
3440,1613;16722;11720
3441,1405;7078;17607
3442,908;14146;18558;8200
3443,18706;2070;5910
3445,1992;16742;378;11953
3446,915;18742;10734
3447,1469;15754;2805;18735;1147
3451,1576;19029;18447
3454,1445;17655;5685;16558
3456,11869;1060;18910
3457,2494;16130;1700
3458,10397;7168;820;7743
3460,14294;13775;17537;85
3461,2572;1791;16977;11839;8412
3463,3767;7272;14720;378
3464,232;15733;13800;15692;13330
3465,19008;4872;2058
3468,104;10512;15171;18302
3469,17424;16215;11937;882
3470,3732;15487;18715;85
3472,1004;5897;5850;7842
3473,7115;2149;8861;4227;12806
3475,17789;2085;17425;8224;12769
3476,4296;1034;8433
3477,13657;12756;931;11935
3479,5568;3486;4190;13744;1490
3480,12879;7961;1938
3482,4205;13227;378;15653;18006
3483,656;5606;15829;18336
3484,1118;12627;3724;9556;12831
3486,11045;378;11513;15626
3487,663;18663;10098;3755
3488,9109;1440;8494
3489,19141;6249;848
3490,19034;2093;8659;8156;9349
3491,12449;10646;11182;378;9935
3493,2929;982;5632
3495,11472;2005;11063
3496,5770;17534;116;19001
3497,16521;14930;1314;7516
3499,18327;1793;10594
3500,16791;1849;6402
3502,365;11981;3327;7570
3503,9256;12292;16752;15600;378
3505,10209;18067;483;8733;12300
3507,17892;1846;16165;8943
3510,9965;15606;6255;855;3916
3511,13406;923;4546;7605;11807
3512,15672;378;17545;18562
3513,10127;2005;3269;13467;3452
3514,1992;7438;14658;6512
3516,425;3138;16564;14098
3518,16317;921;4314
3519,6861;117;11935
3520,5305;1440;17090;12408
3524,10266;18052;10815;2127
3525,14495;1468;6272
3528,404;10976;5323;4924;8649
3529,7420;13883;1339;3306
3530,2469;15825;14939;17906;1375
3531,11357;2813;378;18847
3533,15143;8820;12632;1577;12429
3534,2492;11458;15958;1147;4860
3535,5797;13249;5359;573;5440
3538,17351;989;14845
3539,4437;1004;14398
3540,1992;4677;6185;5894;4102
3541,1730;9518;5876
3543,16284;1548;4442
3544,11110;2005;11790;4393
3547,11594;9760;30
3548,921;3461;3022
3549,1397;3111;6567
3552,10126;18880;18855;239;9027
3554,1004;5897;6371
3555,12672;13640;328
3556,1951;17884;14296;15393
3557,9036;1425;3952
3558,12761;378;15028;9918
3559,10622;5533;1145
3561,3526;13178;5049;486
3562,395;6044;12785
3563,12060;3901;378;16453
3564,14319;1004;15310
3568,163;14718;7701;10208
3573,237;5395;19025;16409
3576,503;9649;4106;12333
3577,9982;1417;4722;1260
3578,12833;1512;14157
3579,12898;13096;1003;10420
3580,6051;3107;17546;378;2994
3582,5846;628;7235;18366
3583,2057;10928;15068;8141
3584,11545;50;378;4813
3585,7608;7788;7455;1435;13546
3586,2045;8660;16942
3589,2107;17854;13960
3590,1788;11392;8582
3591,2552;11115;4828;1984;15288
3593,2469;10553;10041;10753;1375
3594,11797;11440;6322;1714
3595,304;15679;19144
3599,2265;6330;19043;1198
3600,2701;4444;2155
3602,18290;378;1490;11394
3604,1004;4210;16564;10752;13405
3605,1171;7292;5581
3606,14417;9100;364;378;13746
3607,11049;378;16864;10121;16491
3608,18932;10258;1196;5551
3612,2251;5520;1824
3613,12699;10258;407;5619
3614,429;6128;15962
3616,12811;14211;378;12721;17554
3618,3079;6659;85
3622,6436;6281;16644;1874
3623,4417;5138;7565;952
3625,2471;558;51;9762
3626,8992;1637;13665;378
3629,7601;1993;16189
3630,4323;378;14695;7449
3631,1004;17194;10845
3632,4118;7818;3740;1541
3633,16921;10003;464;5703;15495
3635,12781;1457;14890;15621
3636,10542;18;3438
3637,7265;378;8900;12872
3639,11032;378;11671;15714
3642,11256;7676;15158;378;16210
3645,15549;3323;11661;1366
3646,16951;8720;364;13746
3650,307;18536;8702;11909
3652,1677;17835;12078
3653,8490;15143;5188;6295;883
3656,2344;18602;10560;378
3658,2849;2123;7760
3661,3486;4677;17703;1553
3662,2659;16977;17735;1923
3663,634;9803;5600;14196
3664,13247;3723;6185;1380;12864
3665,9332;378;18492;14603
3666,2863;378;14707;8709
3667,146;6113;10252;15871
3669,2736;11134;8383;1172
3670,15169;13790;967;8446
3672,8378;5000;168;13269
3673,17340;6219;14361;18588;1000
3675,55;18063;8070;17846
3678,2367;10060;1008
3679,6913;1704;13829
3680,2282;3977;15877;628
3682,2045;10715;10213;4519;10845
3683,6388;356;10845;16340
3684,1587;18524;16130
3685,4979;378;6904
3687,7000;622;10037;12643
3689,378;11480;13945
3690,3754;706;13599
3691,93;6064;4677;18932
3692,14939;17737;612;9509
3693,18715;10068;18791;85
3694,15286;921;3629;6900;379
3696,2527;14979;8777;378
3698,2005;15406;7633;8847
3699,14013;4420;12430;683
3700,2437;16143;14939;18891;1375
3704,12510;3508;1075
3708,11709;10616;688;11924
3709,7353;14074;6032;1290
3710,11139;18693;378;17481;10845
3711,15874;968;16202
3719,8188;1260;12846;2801
3721,9008;10530;4508;1965
3723,6488;1391;12547;4091
3725,493;13747;15575;10135
3726,1452;3492;8640
3727,13828;15695;1288;17664
3728,18396;11200;12184;1292
3729,2219;2415;2005;10119;9108
3730,8562;11362;94
3731,5928;5450;8167;10171;1297
3732,8358;16699;959
3734,2194;5118;5899;18682;7988
3736,16046;10476;12922;11881;378
3738,8630;15270;803
3739,6071;7559;8808;378
3740,364;16743;14489
3742,12492;1368;16571;8342
3743,116;8384;10980;3915
3745,14939;13916;3541;1375
3747,4789;11800;717;16571
3748,6884;8063;2080;6442
3751,300;15406;9889;3839
3752,7824;1971;8087
3753,1307;937;11752
3754,103;14821;9593;8241
3755,1387;404;4944;16130;12400
3760,3332;8358;5840;2010;8955
3761,904;19126;12588;14028
3762,516;7408;4035
3765,18652;8118;12583;6099;85
3766,2731;9168;2120;5041
3767,5280;13136;666;16730
3772,16102;10271;16051;378;11086
3775,899;16711;16938;5956
3778,2431;8074;6218;1536;18868
3781,985;6586;6374
3782,8660;18697;1547
3783,6247;205;18811
3787,1445;11206;18633;5975
3790,2742;1970;14636
3792,13582;16274;18937;628;12904
3793,1587;3629;4969;5047;8872
3796,18424;1992;10294;17687
3797,13790;1034;12624;6216
3799,18602;2978;18057;7965;378
3800,1587;12022;3087;3312
3801,14657;3256;14729;1760;11218
3802,4677;6991;3913;1927;18562
3803,18787;8341;3697;1719
3805,1699;18894;12465
3806,2091;11049;11416;11807;15445
3808,11102;12523;17394;97
3809,745;8188;6608;16585
3810,2978;10957;13518;378;3219
3811,19094;10320;378;15814
3813,18534;13621;1282
3814,14970;13962;1828;3923;952
3815,17248;16177;9595;595
3816,11782;18758;15510;378
3818,4543;494;7969;8513;9647
3819,5095;848;13022
3820,116;11771;13466;11903
3823,10823;1118;10083;9933;10421
3824,6795;15077;628;17701
3826,17763;1771;11468
3827,11158;1947;13546;4137
3831,17755;14596;675
3833,2432;408;18147
3836,4494;378;13859;4425
3837,2354;3629;378;15805
3838,204;10091;17385
3840,7314;116;14146
3841,16134;13415;5686;1739
3842,9816;4000;12742;85
3844,18746;5672;1414;12251
3845,15356;1951;5032;15191
3847,813;15636;3199;12550;18271
3848,12241;15297;9872;6441;1474
3849,1105;12668;4124;17476;10943
3850,2248;7346;1927
3852,10508;4262;7548;1359;18151
3854,1992;7052;4823
3858,2356;5341;1524;5191
3860,157;12449;4677;10578;7727
3862,12121;10644;1142;14098
3863,1004;4191;10540
3864,2431;5712;9192;1991
3866,18385;13697;10259;14965;1375
3868,9716;3691;12161;543
3869,11177;18731;999
3870,2527;11232;378
3871,259;11623;10879
3872,701;17475;5322
3874,1587;6056;3499
3875,18209;6593;2120
3878,1470;3418;13093;14359
3879,18044;1587;8656;7615;16176
3880,12792;2005;13649
3882,12449;378;9935;17436
3883,1415;7734;5458
3887,7968;429;15304
3888,11679;899;14409;4809
3889,12449;16405;378;9935
3890,10258;944;5859;18146
3891,1417;2986;12361
3892,16102;4247;3238;1347;10028
3893,17198;18702;628
3896,2860;14657;2005
3897,13303;10258;10555;1641;3484
3899,2462;16941;15915;8604;1375
3902,17705;3429;9054;489
3903,2659;1118;4381;7495
3904,17001;6071;8062;13240;378
3905,2013;17873;6579;13037;6516
3906,7539;4332;16176;1185
3907,3042;751;8934
3908,1587;6056;13434
3909,11958;4455;2027;10340;13423
3910,2539;2078;11891;17041
3912,7582;1599;15192;10526
3914,2066;9350;4772;16622
3915,93;11808;10404;4925;12562
3917,6071;2087;11960;15296
3918,6692;103;10041;6833;18966
3921,811;10245;4670;18331
3922,870;18743;9152;5389
3923,7650;5980;4727;6054;378
3924,11570;9578;3527;583
3925,13160;17360;467
3928,1845;11374;5942;12809
3929,1060;9670;11625
3930,16519;716;11596
3931,1587;15903;9853;10700
3932,15662;14366;4260;2105
3934,6399;11379;2121;17540
3935,17195;961;14646;18153
3939,5580;356;17261;6742
3940,1118;2997;3989
3942,365;7927;8194
3946,3487;16399;15955;378;12972
3949,3990;683;8241;7084
3950,6644;16951;1869;3906;9403
3956,1004;4703;3611
3959,5052;6593;1565;12864
3963,2712;18971;15701;1651;17717
3964,576;18787;7476;9022
3966,10053;378;18429;16821
3968,933;18620;11415;8914
3969,6207;2059;17478;11778
3970,8891;13667;85
3971,3461;18848;18107;378;15756
3972,6280;7045;1112;18485;4259
3973,14939;9734;3415;378;9647
3975,14738;3485;1746
3977,1760;17890;5448;9154
3979,3801;9699;380;12190;6348
3981,10890;10385;565;9333
3982,1004;3811;9307
3983,249;5445;4998
3984,10896;17754;1380;6543;11236
3987,1374;7347;11449
3988,10441;1242;13189
3989,2634;17095;790;8015;7948
3991,8706;1383;10041;11895
3994,15578;8738;16406;1474;15648
3995,12099;17062;14358;378
3996,5380;1384;14141;15981
3998,4987;16920;14125;2861;13
4000,917;13498;12251
4007,12880;14732;1846;3697
4008,640;8866;9955
4010,18009;2878;1494
4012,13321;87;10889
4013,1004;12991;18929
4014,15009;5502;116
4015,9211;9648;17934;1039
4018,851;10899;2803
4020,6068;378;13688
4021,18340;3385;1714
4024,14661;9722;6274;378;12253
4026,1004;8230;11050
4028,3761;3866;6621;861
4029,17485;16701;15143;424
4032,7757;12624;9478;378
4034,16539;95;3487;378;14985
4035,2356;50;13176
4038,1097;14606;14473
4040,7032;2005;2961;11789
4041,18317;13866;7969;378
4042,404;11416;9016;13055;11942
4043,7671;916;8685
4045,7555;13634;1564;5528
4046,2237;2978;8148;2099
4047,2238;421;15295
4049,899;4209;18535;17618
4051,14169;1002;6516
4053,13069;13603;973;8213;11072
4054,16102;10932;378;11990
4056,16389;4969;15288;1546;5340
4057,50;19148;5109;6733
4059,14939;16238;15115;12654;1375
4060,1801;11675;3982;16949
4061,15117;3572;1366;11077
4062,1060;6460;10488;18935
4064,5546;702;17248
4065,2730;590;14991;14535
4066,1004;13383;4346
4067,15632;378;14547;9328
4068,13833;6557;1838
4069,2303;365;4296
4071,2537;4677;2155;6752
4072,2086;8058;15143;11121;4872
4074,3142;19075;1021;11856
4076,14697;18442;1984
4077,6145;945;14862
4078,7707;1501;7333;5575;11509
4080,16685;2901;15590;924
4081,12469;7372;1789;8305
4083,13402;899;5534;3129;4326
4086,3838;1992;16389;6511;7250
4087,18922;10118;917
4088,1587;10787;10258;11409
4089,436;4397;13479
4090,2251;234;17031;11089
4093,13244;683;12568;12222
4094,11545;10923;2959;482
4095,17146;17323;15600;7327;820
4096,5253;378;13660
4098,5627;349;15400;8493
4099,1992;10776;6783;9443
4100,14341;14884;6512;2155
4101,1730;15031;378;18422;11541
4102,17795;13965;1129
4103,2160;17076;6303;17369;4929
4104,436;12721;13038;13372
4105,16385;14098;378
4107,1794;8778;13996;7730
4110,2659;1118;5490;3216;16547
4111,1770;8183;11907
4113,7352;6872;17777;378;6052
4115,10718;5341;6463;2075
4116,1004;11105;18867;14099
4117,378;11249;15517;4256;17271
4118,1587;4677;12297
4119,18379;6404;9216;410
4120,9068;50;18932;16746
4121,10963;4677;16270;959
4123,6404;365;13326;16185
4124,12976;17797;1650;12036
4125,2389;597;12125
4126,15858;378;17983;12613
4129,6940;8743;1981;11632
4130,13069;8204;5599;17765;952
4131,2609;8728;13595;378
4132,3629;638;11307;12011
4133,1587;3545;7160;7973
4134,1004;3477;10497;7354
4135,16993;15759;16620;10986;378
4136,2459;1352;13632
4137,2237;2978;17005;15877;2099
4138,7790;378;9623;14447
4139,1992;9530;3809;9762
4140,1788;18010;3934;10433;12151
4141,898;12572;10356;10858;15011
4142,7574;4022;1377
4145,8172;11342;1796;3627;9321
4150,17997;2005;19061
4151,2689;7716;18561;571
4152,4677;15844;1431;17073
4154,17604;16234;849
4156,5136;15541;4722;2191
4160,77;15028;14587;4573
4161,6404;13940;1185;12315
4163,9262;17912;3629;683;14305
4164,16109;10697;14431;1530
4165,4454;16044;477
4167,12684;1088;3956
4170,1434;15267;10258;13158
4172,15037;1770;10594;18325
4173,5629;19015;378;15226
4174,3345;9126;8589;378
4175,18846;5583;17105;378
4176,10398;1557;8156;11643;16622
4177,3408;15571;16986;378
4180,12849;10722;1141;12587
4181,9643;375;11395
4182,4158;1352;8270
4183,7157;897;10748
4185,1974;13211;10664;6526
4187,8648;17814;5537;378
4189,8484;5635;2085;8985
4190,17953;941;17331;18191
4191,2093;18495;14368
4192,14596;7565;1185;4763
4193,1832;13392;12793;14240
4194,4464;1928;15201
4195,2456;17873;1457;18965
4196,2029;6661;5111
4201,1341;9579;7793
4202,13565;13186;1417;15753;12802
4203,93;2901;6102;13889
4208,2296;93;3120;6955
4210,17915;3296;378;14318
4211,14314;6680;16499;380;5951
4212,13402;15458;3629;1994
4213,7824;18602;11818;5322;378
4214,713;9255;9117
4216,13808;369;8231;3908
4217,11327;8340;994;10764
4218,13045;19075;10571;2064
4219,7996;1885;6756;12673;13557
4220,1568;4258;5347;15725
4223,5140;8489;14191;9400;766
4225,12543;4130;7863;1363
4226,1705;15906;9532;18011
4228,9145;218;17902;15550
4231,16596;547;3798;3167;2885
4232,5712;14976;981;12011
4234,11366;11290;1646;12739;10531
4235,3386;1789;5283
4236,14018;1984;7760
4237,198;9308;10107
4238,16389;17342;5538;445
4239,7292;1599;3787
4243,6071;17189;9792;14551;1490
4244,93;8894;12181;6216
4245,1050;10362;18010;8071;8524
4248,2083;18244;10001;9413
4249,6294;8304;15808;1577;2937
4250,15297;11058;378;5864;14781
4251,619;13626;11444;14731;4051
4252,2005;4177;3343;3786
4253,15368;378;6448;11410
4254,17279;3629;2019;17636
4257,17240;848;10812
4259,996;11248;3274
4260,17944;1745;9827
4261,3487;378;14978;9685;12222
4263,15760;15219;628
4264,1992;12026;4988
4265,9211;14098;12097;378
4268,14013;922;11583
4269,10411;8964;378;18849
4271,18602;1638;14925
4272,16909;15693;9394;924;7449
4273,11342;1885;10110
4276,18496;1380;14353;937
4277,9565;17130;2080;9198
4278,2005;12292;16951;5619
4279,14208;17530;10155;12286;1490
4280,837;9231;18816;2750
4283,10258;1459;8318;15876
4284,2564;8333;781;12454;15998
4287,13871;3766;14098;378
4290,14629;6533;2167
4291,15605;304;11453;11987;9890
4293,1587;13511;4184
4294,2785;3293;1039
4296,93;5830;7134;8953
4297,2066;7466;11893
4298,18044;5402;5322;378
4301,7440;18839;747;17502
4302,3748;3524;13582;1527;6363
4303,18497;11628;378;8839
4304,8103;2809;11142;5139;1291
4305,2695;11416;683;13746
4307,1304;16882;15845
4309,8697;6985;168
4311,779;9420;11969
4312,18936;2005;16938;4176
4313,14504;378;6456;17203
4314,12164;7701;11171;628;14235
4315,3241;12782;1973;17125;9842
4317,1417;15023;17502
4318,6108;356;12785;17918
4319,15490;5606;8557;683
4321,13582;12231;5784;1991;13228
4323,434;7405;5910;3504
4324,1958;4687;10935;8199
4325,14457;159;19120;17074
4330,2514;1004;16118;9730;14267
4331,1417;4457;12216;7450
4332,15939;276;15753;7950
4333,1847;10712;14708;10884
4335,9534;4876;6994;1320
4336,13100;15731;1048
4337,10762;304;17444;8711
4340,3584;3229;6820;820
4341,18357;5784;18765;683
4342,19165;5941;4100;820
4344,2527;15463;378
4345,3486;12236;3976;378
4346,2005;15143;18010;6706
4347,18602;7239;1440;17114;13470
4349,6033;7081;1224;17056
4351,2575;1535;18715;12507
4353,8343;2005;16322;13014;1969
4354,2032;11047;12169
4356,15810;8813;11044;161;4945
4357,2713;1828;13332;16433
4360,116;7874;14733;6031
4361,2315;16398;891;6865
4362,2128;17949;2829
4364,3968;14558;9288;999;9086
4365,18602;10052;310;12815;14747
4366,1004;15759;17344;5352;15244
4367,14555;14855;1078;10666
4368,1796;15329;7871
4369,12174;378;4002;8512
4371,8701;222;5511
4372,2005;17398;15600;11469
4373,18412;4605;18714;370;12824
4375,7352;14208;6206;57;4259
4376,4318;924;18626
4380,2936;519;14712
4381,1262;6916;9693
4385,14264;4448;412;8362
4389,1587;9601;16703;3141
4390,1732;13359;7429
4391,1587;15878;4184
4392,18216;7896;378;10845
4393,8646;1063;7217;15568
4395,6357;6607;16389;3239;378
4396,6420;1431;1392
4397,2601;11412;378;15494;10956
4398,3713;440;18283
4402,4868;14881;625
4404,11040;536;16484
4407,6746;10264;276
4408,1417;13980;7858;12802
4409,12371;9076;378;4053;4905
4411,899;6421;3057
4413,1587;14926;7927;6826
4414,15928;391;12562;4025
4415,14354;378;14301;5303
4416,9707;378;7327
4420,14538;378;18694
4425,2005;9401;19010
4428,50;11928;4258;13945;16998
4430,13583;2039;17863;14888;17479
4431,353;7747;3341
4439,10808;5616;1459;5170
4441,7936;718;16327;17831
4443,2889;6124;10130;1923
4444,218;6863;18049
4446,2005;9910;17407;11240
4447,2005;11939;13889
4451,8794;12514;1927
4452,3576;1417;5606;11511
4453,378;15093;10845;19162
4454,927;18603;11881;7020
4456,2610;17277;628
4460,2274;735;12671;7853;17946
4462,378;6582;15093;8001
4463,12156;13887;378
4464,1587;16385;10041;13236;5983
4465,1302;3777;15259
4466,14696;2080;13522;14630
4469,18359;12503;11954;378
4471,2356;13291;1892
4475,15001;1058;14780;17345
4476,5916;5892;386;9475;5373
4477,9522;10232;9377;618
4480,14182;6631;1100;17167
4481,16239;15925;625;12332;16575
4486,1991;10571;3731
4487,18975;9577;16226;1723
4489,6858;9431;8137;12846;378
4492,12053;1119;17016;7476
4495,15394;9188;18979;952
4496,1674;14955;1201
4498,16951;16349;378;10433;10931
4500,13828;12463;1145
4501,5201;7666;18057;861;7670
4502,11167;915;10468
4503,1587;9648;6283
4506,8218;17738;1923;14603
4507,10258;7278;10431;513
4510,50;116;11035;12997
4511,1648;18674;15630;17020
4512,4677;1650;18459;4115;5921
4513,4557;995;4106
4515,4488;2073;5340
4516,1771;3991;12481;3880;15220
4517,15666;476;17862;10795;13873
4523,1794;12878;8789
4524,15387;5683;7142;79
4525,18968;377;6860
4529,3559;1217;11714;14061;10536
4530,2350;604;17107
4531,12406;11798;819
4533,5054;10794;9055;1530
4534,1794;18166;3093;4004
4538,1587;6056;6360
4540,2356;13486;1733;4588;2857
4542,15273;414;11854
4543,1961;3882;6052
4545,14954;5701;11618;390
4546,7107;7686;378;17636
4551,252;10993;9012
4552,2005;15069;7253
4553,6486;1741;12134
4554,17776;9787;1474;1146
4555,10642;16979;628;7312
4556,2709;16893;397;10275
4560,13943;4953;378;18583;6658
4562,2402;18778;9797;807
4563,7892;11725;2031;10924;16737
4566,1224;4677;13082;14481
4568,6110;1440;16379;8494;16306
4570,1587;6056;2022
4572,7124;8089;17947;6430;628
4574,12221;11168;820;11474
4577,16275;4100;378;15949
4578,2478;304;14802;4016;14176
4579,4246;4607;75
4580,1657;5439;5000;13632
4581,11230;1927;15667;5373
4582,1440;14562;4598;8494
4585,18373;16951;13710;4459;1249
4586,12772;6221;378;18465
4591,945;8430;10495
4592,12434;2005;10258;16464;12721
4594,10172;1813;14180
4597,1004;13790;6960;8822
4601,15088;17761;15180;250;1347
4605,5546;9719;8579;387
4606,917;10337;12551;11611;17765
4607,6071;8584;3141;1467;13737
4611,10489;6951;378;11740
4612,14860;378;17167;15626
4613,6495;312;6488
4614,16951;8005;8049;1122;16974
4615,4547;628;5413;17408;6204
4616,5900;7340;1546
4618,2131;13788;17693;10570;14398
4620,5941;2777;683;7743;10623
4621,17971;769;14034;15532;12206
4622,8594;7833;701;11303
4625,2128;7698;5876;10041
4627,9266;11753;378
4630,17587;11193;2121
4631,12844;14285;2108
4632,18367;4489;8715;15317;378
4633,4784;17969;1857
4634,15564;14553;9245;283
4636,1992;14884;3581
4637,17739;1885;10327
4638,1471;18655;7927;3960;16306
4639,14632;378;11028;17690
4641,421;11685;8255;18715;14619
4642,7927;922;3649;11043
4645,2679;13097;13921;463;5639
4649,2370;1034;15502;8433;6712
4650,8962;1992;3105;3312;4743
4651,11835;378;14978
4652,13040;18772;628;14505
4654,1417;8164;15056;15028
4655,7824;18317;378;8727;18845
4656,3155;1677;3629;15827
4658,15087;659;18548;13078
4660,17591;5941;378;14565
4661,13144;304;2801;7794
4662,15194;378;4036;15141
4663,9428;683;5439;3130;5554
4664,12280;867;9592
4666,2093;5871;15748
4670,1871;17977;17385
4671,406;11303;17804;13647
4672,3486;2093;13046
4673,11253;14633;1984;4770
4674,16011;1587;13864
4675,15671;1991;17415
4677,15622;628;2999;5920
4678,1587;13790;12811;7987;13236
4680,2188;8160;7237
4681,13214;956;2025
4683,3185;274;15535;12448
4687,19014;4108;378;5373
4688,9005;17978;1825
4689,6381;1147;8311
4691,6404;1668;9701;16923
4694,105;17976;18023
4697,15044;2005;5541
4698,3360;12998;38
4699,18578;1186;15952
4700,770;12266;4010;13546;4743
4701,6118;18285;12851;12873;378
4702,3735;13790;16618;378
4704,701;10746;3540
4706,18515;5876;688;12003
4707,18602;12501;378;15585
4708,16717;329;17460
4709,197;8930;18392;6313
4710,6478;2203;13421;7153
4711,55;18705;9207
4712,10004;17352;500;10557
4717,1587;9211;16036
4719,9056;2005;14888;6380;11072
4720,10727;300;10897;17804;8410
4721,17065;463;6219;16825;19022
4722,1794;7289;8940;14674
4726,9790;1380;10102;14978
4727,5984;6884;15890;1474
4728,1788;15706;4179;13131
4729,18081;9982;116;13658;16693
4731,14260;5228;1287
4732,1649;11846;14541;14863;2980
4733,7407;17932;2099;13235
4736,14577;19097;6950;378
4739,503;18000;12908
4741,18129;1828;13645;2932
4742,1587;15353;11423;3806
4744,5027;14121;909;9986;3697
4745,378;4912;8359
4751,6583;1380;12921;4373
4752,18537;9673;6314;1739
4753,14110;17105;11406;378;10845
4754,2659;8431;1118;18175;17270
4755,16874;14211;9370;378;10845
4756,2455;18381;7348;1190
4757,7892;2032;13443;17626
4760,1382;8000;15876;7711
4762,14755;6669;924
4764,7352;5037;9472;2155
4766,11914;356;16262;8774
4767,8769;18686;901;15056
4769,923;8699;9370
4770,13257;10749;16795;1303;17013
4772,1004;6960;11559;16491
4774,14939;10553;8011;2828;1375
4778,4702;983;13102;11828
4779,2608;1364;12277
4781,1004;15428;4443
4782,11996;13274;1793;10594
4783,14329;1793;3389
4784,2123;14861;15457
4785,1587;15367;17373;15823;3312
4786,9211;16701;378;15802;10859
4788,5365;6773;22;16151;7630
4789,1473;14769;6854;17701
4790,2656;9041;12968;1459;9100
4791,18833;5828;941;7861
4792,10308;9401;13478;361;17267
4793,17278;6508;859;17738
4795,433;19053;12622
4796,8724;13746;952
4797,16407;5430;7409;2104
4798,13184;18462;15118;1849
4800,2677;2093;18929
4801,2534;877;18828;17661
4802,2532;1992;18220
4803,9934;1004;4659;4961
4804,1118;14115;17064;11954;5373
4805,904;13110;18043;16863;6606
4806,13376;16049;994;16196;4886
4807,5508;1473;8658;9718;9651
4808,2005;14304;8318
4809,4210;9279;3143;959
4810,3741;17425;18861;2108
4811,13966;11737;4089;14890;1886
4812,8545;923;18753
4813,10481;1587;16758
4815,1445;3884;13163
4816,2220;3487;17777;378;13313
4817,2865;378;959;4098
4819,12449;378;6530;2789
4820,17739;1417;11308
4821,9508;899;3057
4824,9502;1490;10572;8597
4825,12961;6243;1746
4827,17492;7626;1016;11807
4829,6641;3447;404;4926
4830,8344;1417;14334
4831,2559;899;11351;17462;12688
4834,2434;14345;4640;1193
4835,6878;16606;1964;4884
